MAE
3.966643238913726
CA3,CA5
0.5171102661596958,0.69404309252218
ID,age,age_p,error
0,1,2.6055956,1.605595588684082
1,1,1.2175224,0.21752238273620605
2,2,1.0605788,0.9394211769104004
3,1,1.3244247,0.32442474365234375
4,1,0.7847681,0.21523189544677734
5,1,1.6721985,0.6721985340118408
6,1,2.0162969,1.0162968635559082
7,1,1.0586331,0.05863308906555176
8,1,0.9567673,0.04323267936706543
9,1,0.803051,0.19694900512695312
10,1,0.8745012,0.12549877166748047
11,1,1.9344196,0.9344196319580078
12,1,1.8203099,0.8203098773956299
13,1,1.0574627,0.05746269226074219
14,1,1.0286379,0.02863788604736328
15,1,1.5636857,0.5636856555938721
16,1,0.85970473,0.14029526710510254
17,1,1.3183599,0.3183598518371582
18,1,0.8934481,0.1065518856048584
19,1,1.1629138,0.16291379928588867
20,1,3.7226598,2.7226598262786865
21,1,1.1147821,0.11478209495544434
22,1,1.0850253,0.08502531051635742
23,1,0.7328634,0.2671365737915039
24,2,1.3174274,0.682572603225708
25,1,3.3253584,2.3253583908081055
26,1,2.0556984,1.0556983947753906
27,1,1.0754395,0.075439453125
28,1,0.74746037,0.25253963470458984
29,1,1.4702358,0.47023582458496094
30,1,1.3702765,0.37027645111083984
31,1,1.9380567,0.9380567073822021
32,1,0.86960936,0.13039064407348633
33,1,1.0484362,0.04843616485595703
34,1,1.9359727,0.9359726905822754
35,1,1.538913,0.5389130115509033
36,1,1.393621,0.39362096786499023
37,1,1.4288201,0.4288201332092285
38,1,2.1421297,1.14212965965271
39,1,1.47017,0.4701700210571289
40,1,2.3259144,1.3259143829345703
41,1,1.8363125,0.8363125324249268
42,1,1.8173254,0.8173253536224365
43,1,0.90232587,0.09767413139343262
44,1,1.2380087,0.23800873756408691
45,1,1.2096322,0.20963215827941895
46,1,1.2135875,0.21358752250671387
47,1,0.7067838,0.2932162284851074
48,2,2.153961,0.1539609432220459
49,1,0.6654718,0.33452820777893066
50,1,1.5254943,0.5254943370819092
51,1,1.921294,0.9212939739227295
52,1,1.1415224,0.14152240753173828
53,1,1.1366956,0.13669562339782715
54,1,1.0851622,0.08516216278076172
55,1,0.7001238,0.29987621307373047
56,1,0.98791814,0.01208186149597168
57,2,1.691493,0.30850696563720703
58,1,0.92982674,0.07017326354980469
59,1,1.3090732,0.30907320976257324
60,1,2.2700043,1.2700042724609375
61,1,0.89310217,0.10689783096313477
62,1,1.4005003,0.4005002975463867
63,1,1.294884,0.29488396644592285
64,1,0.56987333,0.4301266670227051
65,1,1.3081183,0.3081183433532715
66,2,1.5936289,0.4063711166381836
67,1,1.0977278,0.09772777557373047
68,1,1.8748858,0.8748857975006104
69,1,1.3769736,0.37697362899780273
70,2,1.1498456,0.8501543998718262
71,1,0.6387329,0.36126708984375
72,1,1.3365719,0.33657193183898926
73,1,1.7131381,0.7131381034851074
74,1,0.55123806,0.4487619400024414
75,1,1.5276337,0.5276336669921875
76,1,1.162152,0.16215205192565918
77,3,2.4503427,0.5496573448181152
78,1,1.2190018,0.21900177001953125
79,1,2.3345523,1.33455228805542
80,4,2.0267155,1.9732844829559326
81,3,0.9359405,2.0640594959259033
82,1,0.9542701,0.045729875564575195
83,1,0.38899517,0.6110048294067383
84,1,1.5339057,0.5339057445526123
85,1,1.2074437,0.2074437141418457
86,1,1.1485019,0.14850187301635742
87,2,5.0950994,3.095099449157715
88,3,4.421505,1.4215049743652344
89,1,1.3627152,0.3627152442932129
90,2,1.5667484,0.43325161933898926
91,1,1.7791226,0.7791225910186768
92,1,1.126646,0.1266460418701172
93,1,1.4527247,0.4527246952056885
94,1,0.8218467,0.17815327644348145
95,3,3.295145,0.29514503479003906
96,4,2.2998753,1.700124740600586
97,1,1.1464291,0.14642906188964844
98,1,1.6272933,0.6272933483123779
99,1,1.5494957,0.5494956970214844
100,1,1.7257698,0.7257697582244873
101,1,1.7131822,0.7131822109222412
102,2,1.5209143,0.47908568382263184
103,2,1.061449,0.9385509490966797
104,1,1.7212975,0.7212975025177002
105,1,1.659473,0.6594729423522949
106,2,1.7464361,0.25356388092041016
107,2,1.2889929,0.7110071182250977
108,2,1.178864,0.8211359977722168
109,1,1.5797186,0.5797185897827148
110,1,1.5899622,0.5899622440338135
111,3,1.7373099,1.2626900672912598
112,2,2.0964663,0.0964663028717041
113,2,1.0381012,0.9618988037109375
114,1,2.0090945,1.009094476699829
115,1,2.4633634,1.4633634090423584
116,1,1.3865075,0.386507511138916
117,1,0.9924979,0.007502079010009766
118,1,0.96983814,0.03016185760498047
119,1,1.1354177,0.13541769981384277
120,1,1.0018928,0.0018928050994873047
121,1,1.5182419,0.5182418823242188
122,2,1.035362,0.9646379947662354
123,1,1.6822493,0.6822493076324463
124,2,3.9800837,1.980083703994751
125,2,1.1896992,0.8103008270263672
126,2,1.8462231,0.1537768840789795
127,3,1.9253635,1.074636459350586
